sale_id,product_id,product_name,quantity,price,date,customer_id,region
929,4,MonitorLightGoldenRodYellow,8,195.43,2024-08-27,1800,Cyprus
929,80,Makeup KitCyan,2,473.48,2024-08-27,1800,Cyprus
930,75,DeodorantCornflowerBlue,2,60.78,2024-05-08,1790,Macao
930,20,Graphics CardMagenta,8,82.53,2024-05-08,1790,Macao
930,73,Hair DryerLightGoldenRodYellow,1,66.81,2024-05-08,1790,Macao
930,56,MattressLimeGreen,6,174.65,2024-05-08,1790,Macao
931,64,JacketDarkGoldenRod,10,469.49,2023-08-16,1380,Djibouti
931,8,SmartwatchLimeGreen,4,66.83,2023-08-16,1380,Djibouti
931,23,RAM StickMediumPurple,8,10.29,2023-08-16,1380,Djibouti
931,54,Dining TableSlateGray,9,72.55,2023-08-16,1380,Djibouti
932,94,Subscription CardMediumOrchid,3,349.96,2023-08-18,1643,Poland
933,15,WebcamDarkSlateGray,2,255.76,2023-01-02,1743,Latvia
933,30,SwitchSilver,4,300.52,2023-01-02,1743,Latvia
933,15,WebcamDarkSlateGray,2,454.14,2023-01-02,1743,Latvia
933,99,DollLemonChiffon,10,166.9,2023-01-02,1743,Latvia
934,15,WebcamDarkSlateGray,6,68.48,2023-08-20,1195,Uganda
934,29,ModemGreenYellow,10,426.88,2023-08-20,1195,Uganda
934,88,Jump RopePeachPuff,9,273.95,2023-08-20,1195,Uganda
935,17,DroneLightCoral,10,167.31,2024-11-24,1103,Swaziland
935,62,JeansLightSlateGray,3,256.24,2024-11-24,1103,Swaziland
935,63,SneakersRed,6,71.89,2024-11-24,1103,Swaziland
935,6,MouseSlateBlue,3,348.14,2024-11-24,1103,Swaziland
935,45,Rice CookerIndigo,6,126.11,2024-11-24,1103,Swaziland
936,37,BriefcasePaleGoldenRod,6,313.56,2024-12-07,1598,Australia
936,94,Subscription CardMediumOrchid,8,404.0,2024-12-07,1598,Australia
936,20,Graphics CardMagenta,5,101.64,2024-12-07,1598,Australia
936,3,HeadphonesBlueViolet,8,385.08,2024-12-07,1598,Australia
937,2,LaptopPeachPuff,2,188.17,2024-02-25,1736,Armenia
937,32,Office ChairTurquoise,10,325.66,2024-02-25,1736,Armenia
937,31,Desk LampRed,7,100.83,2024-02-25,1736,Armenia
937,100,Building BlocksAzure,7,467.6,2024-02-25,1736,Armenia
938,13,CameraDarkSlateGray,5,88.4,2023-10-24,1180,Estonia
938,18,VR HeadsetWhite,10,370.32,2023-10-24,1180,Estonia
938,59,CurtainsMediumSeaGreen,7,194.64,2023-10-24,1180,Estonia
939,72,ToothpasteBlanchedAlmond,2,364.81,2023-05-27,1953,Greece
939,55,Bed FrameDarkMagenta,6,157.14,2023-05-27,1953,Greece
940,97,Toy CarMediumSeaGreen,7,176.98,2023-05-11,1510,Cocos (Keeling) Islands
940,61,T-shirtGreenYellow,7,128.16,2023-05-11,1510,Cocos (Keeling) Islands
940,15,WebcamDarkSlateGray,5,163.63,2023-05-11,1510,Cocos (Keeling) Islands
940,7,TabletPaleGreen,6,154.87,2023-05-11,1510,Cocos (Keeling) Islands
941,79,Lip BalmBlue,10,67.79,2024-08-04,1501,Haiti
942,91,BookSnow,2,200.09,2023-01-21,1034,Zambia
942,1,SmartphoneOliveDrab,5,119.23,2023-01-21,1034,Zambia
942,13,CameraDarkSlateGray,7,212.62,2023-01-21,1034,Zambia
942,9,ChargerSilver,1,117.1,2023-01-21,1034,Zambia
942,72,ToothpasteBlanchedAlmond,1,40.06,2023-01-21,1034,Zambia
943,76,Face CreamDarkCyan,5,413.35,2023-02-01,1731,Hong Kong
943,29,ModemGreenYellow,4,122.74,2023-02-01,1731,Hong Kong
943,100,Building BlocksAzure,2,46.55,2023-02-01,1731,Hong Kong
943,29,ModemGreenYellow,8,38.07,2023-02-01,1731,Hong Kong
943,63,SneakersRed,3,379.29,2023-02-01,1731,Hong Kong
944,49,RefrigeratorRosyBrown,6,438.83,2024-01-26,1893,Bulgaria
944,60,Floor LampYellow,3,310.32,2024-01-26,1893,Bulgaria
944,78,PerfumeDeepPink,1,481.13,2024-01-26,1893,Bulgaria
944,26,SSD DriveMidnightBlue,7,112.62,2024-01-26,1893,Bulgaria
945,36,BackpackDarkGoldenRod,9,397.13,2023-03-27,1983,Netherlands
946,78,PerfumeDeepPink,5,453.28,2024-03-18,1800,United States Minor Outlying Islands
947,91,BookSnow,4,193.32,2023-05-26,1694,Saint Vincent and the Grenadines
947,14,MicrophoneLightSkyBlue,7,31.44,2023-05-26,1694,Saint Vincent and the Grenadines
947,41,Coffee MakerLemonChiffon,6,157.57,2023-05-26,1694,Saint Vincent and the Grenadines
947,22,ProcessorCornsilk,3,312.42,2023-05-26,1694,Saint Vincent and the Grenadines
948,38,Mouse PadAliceBlue,1,118.15,2023-12-07,1247,Thailand
949,54,Dining TableSlateGray,6,323.31,2023-01-02,1446,Ukraine
949,61,T-shirtGreenYellow,10,460.96,2023-01-02,1446,Ukraine
949,10,USB CableMintCream,7,323.72,2023-01-02,1446,Ukraine
949,95,Board GameDarkOrange,10,29.03,2023-01-02,1446,Ukraine
949,14,MicrophoneLightSkyBlue,3,239.23,2023-01-02,1446,Ukraine
950,28,RouterMaroon,7,159.01,2024-03-29,1420,Israel
950,11,TVIndianRed,2,230.37,2024-03-29,1420,Israel
950,82,Soccer BallOrangeRed,1,148.26,2024-03-29,1420,Israel
951,50,Air ConditionerDarkGoldenRod,3,120.93,2023-02-18,1167,Christmas Island
951,15,WebcamDarkSlateGray,7,79.43,2023-02-18,1167,Christmas Island
952,48,Washing MachineYellowGreen,10,314.06,2024-11-06,1167,Denmark
952,3,HeadphonesBlueViolet,7,18.04,2024-11-06,1167,Denmark
952,53,TV StandTeal,5,130.73,2024-11-06,1167,Denmark
952,42,ToasterMediumOrchid,9,406.04,2024-11-06,1167,Denmark
953,27,Hard DrivePowderBlue,6,369.58,2024-11-08,1574,Hong Kong
954,45,Rice CookerIndigo,1,402.19,2023-12-13,1680,Afghanistan
955,97,Toy CarMediumSeaGreen,2,304.72,2023-11-15,1513,Hong Kong
955,9,ChargerSilver,9,42.93,2023-11-15,1513,Hong Kong
955,40,Paper ShredderMediumSeaGreen,1,197.22,2023-11-15,1513,Hong Kong
955,74,Electric ShaverSienna,9,200.35,2023-11-15,1513,Hong Kong
956,45,Rice CookerIndigo,4,330.29,2024-12-13,1833,Armenia
957,100,Building BlocksAzure,3,22.7,2024-03-25,1821,Ethiopia
957,25,Cooling FanDarkGreen,9,72.71,2024-03-25,1821,Ethiopia
957,35,PenAquamarine,10,221.91,2024-03-25,1821,Ethiopia
957,24,Power SupplySeaShell,7,241.39,2024-03-25,1821,Ethiopia
958,96,PuzzleSlateBlue,7,483.38,2023-01-21,1277,Guatemala
958,81,BasketballYellow,9,404.39,2023-01-21,1277,Guatemala
958,49,RefrigeratorRosyBrown,6,308.14,2023-01-21,1277,Guatemala
959,82,Soccer BallOrangeRed,5,395.97,2024-05-28,1100,Sweden
959,57,NightstandLightSteelBlue,10,341.39,2024-05-28,1100,Sweden
960,25,Cooling FanDarkGreen,10,104.71,2023-09-04,1209,Korea
960,35,PenAquamarine,7,129.85,2023-09-04,1209,Korea
960,70,GlovesGold,4,131.42,2023-09-04,1209,Korea
960,62,JeansLightSlateGray,10,309.9,2023-09-04,1209,Korea
961,32,Office ChairTurquoise,1,323.99,2024-04-12,1141,Nepal
961,10,USB CableMintCream,8,490.92,2024-04-12,1141,Nepal
961,52,BookshelfMediumAquaMarine,3,237.0,2024-04-12,1141,Nepal
961,5,KeyboardTeal,8,356.99,2024-04-12,1141,Nepal
962,70,GlovesGold,4,351.9,2024-01-13,1228,El Salvador
962,1,SmartphoneOliveDrab,4,238.89,2024-01-13,1228,El Salvador
962,28,RouterMaroon,9,390.13,2024-01-13,1228,El Salvador
962,89,HelmetLightSalmon,9,352.6,2024-01-13,1228,El Salvador
962,50,Air ConditionerDarkGoldenRod,6,265.11,2024-01-13,1228,El Salvador
963,5,KeyboardTeal,8,440.83,2024-11-20,1915,Rwanda
964,26,SSD DriveMidnightBlue,9,236.82,2023-03-17,1808,Anguilla
965,75,DeodorantCornflowerBlue,9,280.18,2024-05-20,1305,Niger
966,6,MouseSlateBlue,5,73.0,2024-07-17,1062,Burkina Faso
966,84,DumbbellsLightSalmon,10,430.4,2024-07-17,1062,Burkina Faso
966,66,SunglassesMediumAquaMarine,6,388.59,2024-07-17,1062,Burkina Faso
967,74,Electric ShaverSienna,10,291.48,2023-10-04,1536,Montserrat
967,10,USB CableMintCream,2,479.41,2023-10-04,1536,Montserrat
967,46,MicrowaveLawnGreen,4,398.44,2023-10-04,1536,Montserrat
967,3,HeadphonesBlueViolet,2,420.28,2023-10-04,1536,Montserrat
968,75,DeodorantCornflowerBlue,4,421.66,2024-12-13,1387,Ghana
968,43,BlenderCoral,7,422.52,2024-12-13,1387,Ghana
968,44,Air FryerGold,5,201.82,2024-12-13,1387,Ghana
968,62,JeansLightSlateGray,2,219.3,2024-12-13,1387,Ghana
968,71,ShampooGhostWhite,5,373.36,2024-12-13,1387,Ghana
969,20,Graphics CardMagenta,6,484.61,2023-05-28,1195,Malawi
969,63,SneakersRed,6,384.08,2023-05-28,1195,Malawi
970,39,Desk OrganizerSnow,1,495.85,2024-01-01,1928,Monaco
970,42,ToasterMediumOrchid,6,443.59,2024-01-01,1928,Monaco
970,32,Office ChairTurquoise,6,13.6,2024-01-01,1928,Monaco
971,10,USB CableMintCream,6,216.21,2023-03-19,1136,United States Minor Outlying Islands
971,94,Subscription CardMediumOrchid,4,44.66,2023-03-19,1136,United States Minor Outlying Islands
972,34,NotebookChocolate,10,176.46,2023-12-13,1589,Malawi
972,24,Power SupplySeaShell,7,338.68,2023-12-13,1589,Malawi
972,96,PuzzleSlateBlue,1,285.95,2023-12-13,1589,Malawi
973,13,CameraDarkSlateGray,1,237.34,2024-10-14,1862,Latvia
973,30,SwitchSilver,9,398.77,2024-10-14,1862,Latvia
974,95,Board GameDarkOrange,6,459.23,2023-05-11,1726,Mexico
974,46,MicrowaveLawnGreen,7,278.43,2023-05-11,1726,Mexico
974,45,Rice CookerIndigo,6,396.77,2023-05-11,1726,Mexico
974,100,Building BlocksAzure,4,38.58,2023-05-11,1726,Mexico
975,1,SmartphoneOliveDrab,4,409.05,2023-09-06,1317,Israel
975,44,Air FryerGold,5,338.53,2023-09-06,1317,Israel
976,16,ProjectorDarkGray,9,356.61,2023-07-05,1140,Belgium
976,74,Electric ShaverSienna,9,378.21,2023-07-05,1140,Belgium
977,53,TV StandTeal,7,25.49,2024-02-17,1157,Grenada
977,85,Tennis RacketTurquoise,10,153.15,2024-02-17,1157,Grenada
977,14,MicrophoneLightSkyBlue,3,105.86,2024-02-17,1157,Grenada
977,72,ToothpasteBlanchedAlmond,6,204.26,2024-02-17,1157,Grenada
978,92,NotebookMintCream,9,451.02,2024-08-21,1993,Tokelau
978,97,Toy CarMediumSeaGreen,5,190.26,2024-08-21,1993,Tokelau
979,68,BeltLightSteelBlue,7,133.93,2023-06-20,1628,Egypt
979,44,Air FryerGold,10,13.29,2023-06-20,1628,Egypt
979,5,KeyboardTeal,5,297.74,2023-06-20,1628,Egypt
979,89,HelmetLightSalmon,7,458.67,2023-06-20,1628,Egypt
980,17,DroneLightCoral,2,376.0,2023-09-14,1978,Singapore
980,97,Toy CarMediumSeaGreen,7,68.86,2023-09-14,1978,Singapore
981,68,BeltLightSteelBlue,8,370.86,2024-11-13,1264,Anguilla
981,25,Cooling FanDarkGreen,5,158.07,2024-11-13,1264,Anguilla
981,29,ModemGreenYellow,9,184.2,2024-11-13,1264,Anguilla
981,100,Building BlocksAzure,4,27.61,2024-11-13,1264,Anguilla
981,79,Lip BalmBlue,5,159.35,2024-11-13,1264,Anguilla
982,38,Mouse PadAliceBlue,9,201.5,2023-11-23,1503,Tuvalu
982,54,Dining TableSlateGray,6,66.2,2023-11-23,1503,Tuvalu
982,95,Board GameDarkOrange,3,175.53,2023-11-23,1503,Tuvalu
982,13,CameraDarkSlateGray,2,112.69,2023-11-23,1503,Tuvalu
982,93,E-readerDarkBlue,7,299.55,2023-11-23,1503,Tuvalu
983,2,LaptopPeachPuff,6,51.07,2023-01-05,1038,Iraq
983,90,Sports BagRoyalBlue,5,100.07,2023-01-05,1038,Iraq
983,60,Floor LampYellow,7,250.24,2023-01-05,1038,Iraq
983,33,Standing DeskLightGoldenRodYellow,6,413.09,2023-01-05,1038,Iraq
984,42,ToasterMediumOrchid,10,148.5,2024-11-30,1127,Singapore
984,80,Makeup KitCyan,4,287.57,2024-11-30,1127,Singapore
984,78,PerfumeDeepPink,2,99.6,2024-11-30,1127,Singapore
984,34,NotebookChocolate,1,114.03,2024-11-30,1127,Singapore
985,44,Air FryerGold,9,367.55,2023-11-22,1422,Japan
985,64,JacketDarkGoldenRod,3,489.11,2023-11-22,1422,Japan
985,82,Soccer BallOrangeRed,9,348.59,2023-11-22,1422,Japan
985,33,Standing DeskLightGoldenRodYellow,4,368.89,2023-11-22,1422,Japan
986,11,TVIndianRed,7,425.8,2023-06-25,1332,Lesotho
986,12,SpeakerTan,9,419.48,2023-06-25,1332,Lesotho
986,53,TV StandTeal,4,130.38,2023-06-25,1332,Lesotho
987,24,Power SupplySeaShell,2,120.06,2023-12-13,1138,Denmark
987,33,Standing DeskLightGoldenRodYellow,1,282.61,2023-12-13,1138,Denmark
988,37,BriefcasePaleGoldenRod,10,308.84,2023-11-18,1805,Guyana
988,42,ToasterMediumOrchid,2,37.76,2023-11-18,1805,Guyana
988,93,E-readerDarkBlue,2,449.8,2023-11-18,1805,Guyana
988,22,ProcessorCornsilk,1,334.27,2023-11-18,1805,Guyana
989,24,Power SupplySeaShell,7,214.06,2024-04-21,1630,Netherlands Antilles
989,77,Hand SanitizerDarkSeaGreen,7,492.58,2024-04-21,1630,Netherlands Antilles
990,18,VR HeadsetWhite,5,38.3,2024-11-11,1498,Canada
991,57,NightstandLightSteelBlue,5,232.66,2024-12-08,1118,Mali
991,81,BasketballYellow,10,165.82,2024-12-08,1118,Mali
991,31,Desk LampRed,5,89.32,2024-12-08,1118,Mali
991,2,LaptopPeachPuff,7,55.5,2024-12-08,1118,Mali
992,30,SwitchSilver,1,250.62,2024-05-14,1727,Comoros
992,69,ScarfGhostWhite,6,178.15,2024-05-14,1727,Comoros
993,94,Subscription CardMediumOrchid,10,341.74,2023-08-07,1644,Maldives
993,100,Building BlocksAzure,6,324.28,2023-08-07,1644,Maldives
993,29,ModemGreenYellow,1,377.85,2023-08-07,1644,Maldives
993,79,Lip BalmBlue,6,51.07,2023-08-07,1644,Maldives
993,21,MotherboardDarkGreen,8,160.98,2023-08-07,1644,Maldives
994,56,MattressLimeGreen,8,361.53,2024-04-05,1638,British Virgin Islands
994,86,BicycleLavenderBlush,2,326.05,2024-04-05,1638,British Virgin Islands
994,61,T-shirtGreenYellow,3,39.02,2024-04-05,1638,British Virgin Islands
994,55,Bed FrameDarkMagenta,5,235.73,2024-04-05,1638,British Virgin Islands
994,70,GlovesGold,6,255.12,2024-04-05,1638,British Virgin Islands
995,37,BriefcasePaleGoldenRod,10,333.58,2024-11-21,1042,Cape Verde
995,36,BackpackDarkGoldenRod,10,360.98,2024-11-21,1042,Cape Verde
995,88,Jump RopePeachPuff,1,284.2,2024-11-21,1042,Cape Verde
995,33,Standing DeskLightGoldenRodYellow,3,364.86,2024-11-21,1042,Cape Verde
995,37,BriefcasePaleGoldenRod,8,223.13,2024-11-21,1042,Cape Verde
996,2,LaptopPeachPuff,8,65.19,2023-09-08,1508,Grenada
996,23,RAM StickMediumPurple,2,29.4,2023-09-08,1508,Grenada
996,32,Office ChairTurquoise,7,23.82,2023-09-08,1508,Grenada
997,10,USB CableMintCream,9,110.89,2024-09-27,1388,Sri Lanka
997,69,ScarfGhostWhite,9,305.58,2024-09-27,1388,Sri Lanka
998,79,Lip BalmBlue,7,406.11,2023-04-28,1805,United Arab Emirates
998,19,Game ConsoleDarkViolet,2,327.72,2023-04-28,1805,United Arab Emirates
999,56,MattressLimeGreen,10,122.94,2023-12-09,1122,Philippines
999,40,Paper ShredderMediumSeaGreen,10,10.41,2023-12-09,1122,Philippines
999,59,CurtainsMediumSeaGreen,10,249.92,2023-12-09,1122,Philippines
999,79,Lip BalmBlue,7,33.49,2023-12-09,1122,Philippines
999,25,Cooling FanDarkGreen,9,64.9,2023-12-09,1122,Philippines
1000,47,DishwasherDarkTurquoise,6,100.95,2023-05-17,1046,Luxembourg
1000,91,BookSnow,4,139.04,2023-05-17,1046,Luxembourg
1001,20,Graphics CardMagenta,6,63.26,2023-05-21,1982,India
1002,2,LaptopPeachPuff,10,44.08,2023-02-04,1833,Yemen
1003,56,MattressLimeGreen,10,437.45,2024-08-08,1754,Guadeloupe
1003,41,Coffee MakerLemonChiffon,3,189.82,2024-08-08,1754,Guadeloupe
1003,79,Lip BalmBlue,9,109.7,2024-08-08,1754,Guadeloupe
1004,17,DroneLightCoral,10,340.02,2024-10-09,1566,Pitcairn Islands
1004,38,Mouse PadAliceBlue,3,78.29,2024-10-09,1566,Pitcairn Islands
1005,8,SmartwatchLimeGreen,4,417.55,2024-08-28,1983,Comoros
1005,91,BookSnow,3,193.9,2024-08-28,1983,Comoros
1005,83,Yoga MatViolet,5,152.13,2024-08-28,1983,Comoros
1005,29,ModemGreenYellow,1,81.24,2024-08-28,1983,Comoros
1005,26,SSD DriveMidnightBlue,7,18.01,2024-08-28,1983,Comoros
1006,12,SpeakerTan,7,59.32,2024-06-12,1863,Cocos (Keeling) Islands
1006,91,BookSnow,9,319.13,2024-06-12,1863,Cocos (Keeling) Islands
1006,48,Washing MachineYellowGreen,7,482.75,2024-06-12,1863,Cocos (Keeling) Islands
1006,16,ProjectorDarkGray,2,281.16,2024-06-12,1863,Cocos (Keeling) Islands
1007,71,ShampooGhostWhite,7,230.86,2024-01-15,1133,Mauritius
1007,35,PenAquamarine,9,354.33,2024-01-15,1133,Mauritius
1008,43,BlenderCoral,7,299.59,2024-06-04,1062,Nepal
1008,25,Cooling FanDarkGreen,6,177.01,2024-06-04,1062,Nepal
1008,53,TV StandTeal,8,108.26,2024-06-04,1062,Nepal
1008,84,DumbbellsLightSalmon,6,302.1,2024-06-04,1062,Nepal
1008,51,SofaCyan,4,77.2,2024-06-04,1062,Nepal
1009,26,SSD DriveMidnightBlue,5,396.3,2024-03-01,1225,Canada
1009,8,SmartwatchLimeGreen,7,396.22,2024-03-01,1225,Canada
1010,94,Subscription CardMediumOrchid,6,420.23,2024-04-07,1478,Niger
1011,80,Makeup KitCyan,4,98.41,2023-12-27,1653,Panama
1011,29,ModemGreenYellow,2,327.22,2023-12-27,1653,Panama
1011,82,Soccer BallOrangeRed,9,451.73,2023-12-27,1653,Panama
1012,8,SmartwatchLimeGreen,3,158.92,2024-02-21,1790,Croatia
1013,56,MattressLimeGreen,4,236.92,2024-03-12,1965,Antigua and Barbuda
1014,23,RAM StickMediumPurple,9,315.89,2023-06-27,1820,United Kingdom
1015,80,Makeup KitCyan,10,385.13,2024-03-16,1784,Ghana
1015,24,Power SupplySeaShell,5,121.15,2024-03-16,1784,Ghana
1015,71,ShampooGhostWhite,6,229.26,2024-03-16,1784,Ghana
1016,8,SmartwatchLimeGreen,10,323.37,2024-02-10,1031,Congo
1017,65,HatOliveDrab,6,252.48,2023-01-01,1336,Bahamas
1018,35,PenAquamarine,7,103.57,2023-04-08,1398,Kenya
1018,73,Hair DryerLightGoldenRodYellow,1,250.22,2023-04-08,1398,Kenya
1018,85,Tennis RacketTurquoise,7,497.91,2023-04-08,1398,Kenya
1019,68,BeltLightSteelBlue,5,436.38,2024-09-30,1883,New Zealand
1019,79,Lip BalmBlue,3,195.73,2024-09-30,1883,New Zealand
1019,95,Board GameDarkOrange,2,464.86,2024-09-30,1883,New Zealand
1020,61,T-shirtGreenYellow,5,113.44,2023-06-13,1061,Poland
1020,58,WardrobeDarkRed,9,88.47,2023-06-13,1061,Poland
1020,78,PerfumeDeepPink,9,76.68,2023-06-13,1061,Poland
1021,94,Subscription CardMediumOrchid,6,17.04,2023-03-21,1992,Saudi Arabia
1021,62,JeansLightSlateGray,4,390.11,2023-03-21,1992,Saudi Arabia
1021,82,Soccer BallOrangeRed,3,293.43,2023-03-21,1992,Saudi Arabia
1022,83,Yoga MatViolet,3,424.91,2024-01-12,1937,Uzbekistan
1022,4,MonitorLightGoldenRodYellow,7,473.7,2024-01-12,1937,Uzbekistan
1022,28,RouterMaroon,10,265.03,2024-01-12,1937,Uzbekistan
1022,51,SofaCyan,1,279.43,2024-01-12,1937,Uzbekistan
1023,66,SunglassesMediumAquaMarine,8,156.08,2024-04-16,1025,France
1023,71,ShampooGhostWhite,9,243.02,2024-04-16,1025,France
1024,3,HeadphonesBlueViolet,1,102.54,2024-10-08,1642,Guadeloupe
1024,45,Rice CookerIndigo,1,94.0,2024-10-08,1642,Guadeloupe
1024,98,Action FigureGold,9,396.63,2024-10-08,1642,Guadeloupe
1024,86,BicycleLavenderBlush,8,300.54,2024-10-08,1642,Guadeloupe
1024,92,NotebookMintCream,9,163.66,2024-10-08,1642,Guadeloupe
1025,92,NotebookMintCream,6,174.21,2023-12-27,1938,Congo
1025,88,Jump RopePeachPuff,5,302.98,2023-12-27,1938,Congo
1025,57,NightstandLightSteelBlue,9,106.04,2023-12-27,1938,Congo
1025,87,TreadmillIndianRed,7,21.01,2023-12-27,1938,Congo
1025,47,DishwasherDarkTurquoise,7,51.82,2023-12-27,1938,Congo
1026,17,DroneLightCoral,8,275.71,2023-04-30,1866,Moldova
1026,94,Subscription CardMediumOrchid,8,154.3,2023-04-30,1866,Moldova
1027,70,GlovesGold,3,392.83,2024-09-07,1575,Saint Barthelemy
1027,30,SwitchSilver,5,358.69,2024-09-07,1575,Saint Barthelemy
1027,44,Air FryerGold,2,427.14,2024-09-07,1575,Saint Barthelemy
1028,55,Bed FrameDarkMagenta,9,49.66,2023-11-16,1466,Kazakhstan
1028,25,Cooling FanDarkGreen,2,481.69,2023-11-16,1466,Kazakhstan
1029,35,PenAquamarine,7,385.57,2024-12-23,1176,Ghana
1030,68,BeltLightSteelBlue,2,166.92,2024-09-09,1213,Lao People's Democratic Republic
1030,16,ProjectorDarkGray,1,293.12,2024-09-09,1213,Lao People's Democratic Republic
1030,21,MotherboardDarkGreen,3,12.73,2024-09-09,1213,Lao People's Democratic Republic
1030,20,Graphics CardMagenta,3,149.72,2024-09-09,1213,Lao People's Democratic Republic
1030,28,RouterMaroon,10,438.92,2024-09-09,1213,Lao People's Democratic Republic
1031,77,Hand SanitizerDarkSeaGreen,3,166.55,2023-02-19,1769,Cyprus
1032,66,SunglassesMediumAquaMarine,10,346.86,2024-07-04,1334,Sao Tome and Principe
1032,98,Action FigureGold,9,92.29,2024-07-04,1334,Sao Tome and Principe
1032,83,Yoga MatViolet,10,161.94,2024-07-04,1334,Sao Tome and Principe
1032,38,Mouse PadAliceBlue,3,198.52,2024-07-04,1334,Sao Tome and Principe
1033,23,RAM StickMediumPurple,5,385.98,2023-04-24,1467,Vietnam
1034,57,NightstandLightSteelBlue,5,123.64,2023-10-15,1161,Kyrgyz Republic
1034,58,WardrobeDarkRed,7,489.03,2023-10-15,1161,Kyrgyz Republic
1034,81,BasketballYellow,1,157.29,2023-10-15,1161,Kyrgyz Republic
1035,77,Hand SanitizerDarkSeaGreen,4,178.87,2024-05-31,1518,Cote d'Ivoire
1036,34,NotebookChocolate,2,171.68,2024-10-13,1909,Romania
1036,75,DeodorantCornflowerBlue,10,46.18,2024-10-13,1909,Romania
1037,9,ChargerSilver,10,111.43,2023-02-04,1076,Iraq
1037,32,Office ChairTurquoise,9,183.52,2023-02-04,1076,Iraq
1037,14,MicrophoneLightSkyBlue,2,309.71,2023-02-04,1076,Iraq
1037,66,SunglassesMediumAquaMarine,6,273.21,2023-02-04,1076,Iraq
1037,77,Hand SanitizerDarkSeaGreen,7,298.84,2023-02-04,1076,Iraq
1038,6,MouseSlateBlue,2,425.24,2023-06-01,1234,Timor-Leste
1038,10,USB CableMintCream,1,222.64,2023-06-01,1234,Timor-Leste
1038,77,Hand SanitizerDarkSeaGreen,6,342.86,2023-06-01,1234,Timor-Leste
1038,16,ProjectorDarkGray,5,61.83,2023-06-01,1234,Timor-Leste
1039,19,Game ConsoleDarkViolet,4,115.45,2023-10-29,1813,Montenegro
1040,98,Action FigureGold,2,405.92,2024-09-29,1040,Isle of Man
1040,26,SSD DriveMidnightBlue,8,126.28,2024-09-29,1040,Isle of Man
1040,19,Game ConsoleDarkViolet,4,353.69,2024-09-29,1040,Isle of Man
1040,25,Cooling FanDarkGreen,3,497.19,2024-09-29,1040,Isle of Man
1041,21,MotherboardDarkGreen,8,62.13,2024-01-30,1080,North Macedonia
1041,95,Board GameDarkOrange,9,397.16,2024-01-30,1080,North Macedonia
1042,19,Game ConsoleDarkViolet,3,87.94,2023-01-04,1471,Paraguay
1042,33,Standing DeskLightGoldenRodYellow,5,325.25,2023-01-04,1471,Paraguay
1042,38,Mouse PadAliceBlue,9,155.49,2023-01-04,1471,Paraguay
1043,24,Power SupplySeaShell,1,33.71,2023-04-10,1233,Norway
1043,22,ProcessorCornsilk,8,330.51,2023-04-10,1233,Norway
1044,16,ProjectorDarkGray,6,188.48,2024-10-23,1659,Georgia
1044,25,Cooling FanDarkGreen,2,137.52,2024-10-23,1659,Georgia
1045,64,JacketDarkGoldenRod,2,235.37,2023-10-05,1162,Mauritania
1045,74,Electric ShaverSienna,8,341.58,2023-10-05,1162,Mauritania
1045,5,KeyboardTeal,7,181.56,2023-10-05,1162,Mauritania
1045,36,BackpackDarkGoldenRod,4,104.63,2023-10-05,1162,Mauritania
1045,87,TreadmillIndianRed,2,456.68,2023-10-05,1162,Mauritania
1046,84,DumbbellsLightSalmon,8,65.2,2023-02-18,1158,Netherlands
1046,77,Hand SanitizerDarkSeaGreen,7,155.62,2023-02-18,1158,Netherlands
1046,71,ShampooGhostWhite,5,319.38,2023-02-18,1158,Netherlands
1046,76,Face CreamDarkCyan,10,273.74,2023-02-18,1158,Netherlands
1047,94,Subscription CardMediumOrchid,10,377.58,2024-12-09,1445,Lithuania
1047,84,DumbbellsLightSalmon,3,355.78,2024-12-09,1445,Lithuania
1047,61,T-shirtGreenYellow,1,53.34,2024-12-09,1445,Lithuania
1047,77,Hand SanitizerDarkSeaGreen,6,363.21,2024-12-09,1445,Lithuania
1048,10,USB CableMintCream,8,81.82,2024-07-03,1125,Costa Rica
1048,51,SofaCyan,3,429.43,2024-07-03,1125,Costa Rica
1048,7,TabletPaleGreen,9,120.31,2024-07-03,1125,Costa Rica
1048,65,HatOliveDrab,3,43.78,2024-07-03,1125,Costa Rica
1049,22,ProcessorCornsilk,6,140.4,2023-11-03,1419,Saudi Arabia
1049,56,MattressLimeGreen,4,147.66,2023-11-03,1419,Saudi Arabia
1050,73,Hair DryerLightGoldenRodYellow,10,213.91,2023-09-20,1786,Belize
1050,90,Sports BagRoyalBlue,4,92.38,2023-09-20,1786,Belize
1050,68,BeltLightSteelBlue,6,149.8,2023-09-20,1786,Belize
1050,87,TreadmillIndianRed,10,208.91,2023-09-20,1786,Belize
1050,27,Hard DrivePowderBlue,5,166.18,2023-09-20,1786,Belize
1051,24,Power SupplySeaShell,10,128.13,2024-06-27,1611,Seychelles
1051,3,HeadphonesBlueViolet,2,317.38,2024-06-27,1611,Seychelles
1051,72,ToothpasteBlanchedAlmond,10,271.45,2024-06-27,1611,Seychelles
1051,55,Bed FrameDarkMagenta,1,140.57,2024-06-27,1611,Seychelles
1052,5,KeyboardTeal,1,465.57,2024-08-13,1737,Nicaragua
1052,62,JeansLightSlateGray,7,484.19,2024-08-13,1737,Nicaragua
